"Authors","Author full names","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract"
"Z., Li, Zongxi; Z., Wang, Zijian; W., Wang, Weiming; K.K.F., Hung, Kevin King Fai; H., Xie, Haoran; F.L., Wang, Fu Lee","Li, Zongxi (57209979822); Wang, Zijian (58570595800); Wang, Weiming (57384222900); Hung, Kevin King Fai (57193616622); Xie, Haoran (57219619828); Wang, Fu Lee (7501312845)","57209979822; 58570595800; 57384222900; 57193616622; 57219619828; 7501312845","Retrieval-augmented generation for educational application: A systematic survey","2025","Computers and Education: Artificial Intelligence","10.1016/j.caeai.2025.100417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005954483&doi=10.1016%2Fj.caeai.2025.100417&partnerID=40&md5=db66679208633da60a43c50f6f11ead0","Advancements in large language models (LLMs) have transformed AI-driven education, enabling innovative applications across various learning and teaching domains. However, LLMs still face several challenges, including hallucination and static internal knowledge, which hinder their reliability in educational settings. Retrieval-Augmented Generation (RAG) enhances LLMs by retrieving relevant information from an external knowledge base and incorporating it into the LLM's generation process. This approach improves factual accuracy and enables dynamic knowledge updates, making LLMs particularly suitable for educational applications. In this paper, we comprehensively review existing research that integrates RAG into educational scenarios. We first clarify the definition and workflow of RAG, and following the indexing mechanism of RAG, we introduce different types of retrievers and generation optimization methods. As the main focus of this work, we explore the practical applications of RAG in education, covering interactive learning systems, generation and assessment of educational content, and large-scale deployment in educational ecosystems. Based on our comprehensive review, this paper discusses existing challenges and future directions, including mitigating hallucinations, ensuring the completeness and timeliness of retrieved knowledge, reducing computational costs, and enhancing multimodal support for RAG-based educational applications. © 2025 Elsevier B.V., All rights reserved."
"W., Jie, Wanqing; W., Qiu, Wangjie; H., Yang, Haofu; M., Guo, Muyuan; X., Huang, Xinpeng; T., Lei, Tianyu; Q., Zhang, Qinnan; H., Zheng, Hongwei; Z., Zheng, Zhiming","Jie, Wanqing (57474795800); Qiu, Wangjie (56033891000); Yang, Haofu (59226384100); Guo, Muyuan (59905982800); Huang, Xinpeng (59905494700); Lei, Tianyu (58479005800); Zhang, Qinnan (57215423507); Zheng, Hongwei (59215384600); Zheng, Zhiming (7403007411)","57474795800; 56033891000; 59226384100; 59905982800; 59905494700; 58479005800; 57215423507; 59215384600; 7403007411","Agent4Vul: multimodal LLM agents for smart contract vulnerability detection","2025","Science China Information Sciences","10.1007/s11432-024-4402-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005577577&doi=10.1007%2Fs11432-024-4402-2&partnerID=40&md5=f80c36b48b978ddfafb4db72950d7709","Smart contract vulnerabilities have emerged as a significant threat to blockchain system security under the Web 3.0 ecosystem. According to recent research, large language models (LLMs) have demonstrated immense potential in smart contract security audits but still lack the capability for effective vulnerability detection. Consequently, leveraging the capabilities of LLMs to effectively enhance the performance of smart contract vulnerability detection remains a critical challenge. In this paper, we propose Agent4Vul, a novel framework utilizing multimodal LLM agents to enhance smart contract vulnerability detection. Specifically, we design two LLM-based agents: Commentator and Vectorizer. The Commentator agent generates comments for the source code, while the Vectorizer agent converts contents into vector representations. Subsequently, we develop a multimodal learning architecture comprising the semantic branch and the graph branch, which collectively integrate features from the source code, generated comments, and the bytecode control flow graph (CFG). We empirically evaluate a large-scale real dataset of smart contracts and compare 19 state-of-the-art baseline approaches. The results show that Agent4Vul achieves (1) superior performance over all baseline approaches on the four types of common vulnerabilities in real attacks; (2) 3.61%–16.32% higher F1-scores than existing artificial intelligence (AI) approaches, outperforming even advanced LLMs like GPT-4o and o1. This work lays a solid foundation for LLM-driven smart contract security and introduces innovative applications of LLMs in software engineering. © 2025 Elsevier B.V., All rights reserved."
"M., Moser, Marina; L., Krogmann, Lars; D., Wanke, Dominic","Moser, Marina (57224107784); Krogmann, Lars (24070822100); Wanke, Dominic (57205727721)","57224107784; 24070822100; 57205727721","Some Insects Are More Equal Than Others: A Comparison of Popular Large Language Model Chatbots' Treatment of Different Insect Groups; 昆虫间的不平等——主流大语言模型 (LLM) 对不同昆虫评价的比较研究","2025","Integrative Conservation","10.1002/inc3.70013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005077615&doi=10.1002%2Finc3.70013&partnerID=40&md5=2864a70e81b5eb7fbfc13ab7f3877a95","Bees and butterflies are generally viewed positively in society, whereas other insects, such as wasps or flies, are often underappreciated despite their essential ecological roles. As biodiversity loss continues to pose a major challenge for humankind, it necessitates a re-evaluation of these biases to support the protection of biodiversity as a whole. With large language model (LLM) chatbots becoming increasingly integrated into daily life for information dissemination and education purposes, understanding their inherent biases is vital. In this study, we tested 10 popular Western LLM chatbots using simple prompts to assess how they portray bees and wasps. Butterflies, moths, flies, and mosquitoes were also included for comparison to evaluate broader societal perceptions. Our results show that bees and butterflies are indeed depicted positively by the LLM chatbots and moths somewhat positively, while wasps, flies, and mosquitoes are associated with more negative portrayals. We found that LLMs mirror prevailing human biases toward different insect groups and their perceived importance in nature conservation. Moreover, we demonstrate that LLM chatbots tend to oversimplify insect diversity by predominantly restricting “bees” to honeybees and “wasps” to yellowjackets, thereby neglecting the broader biodiversity that includes wild bees and parasitoid wasps. The chatbots also appeared to favor Nearctic species when recommending conservation priorities. By highlighting these biases and discussing their implications, our research underscores the importance of nuanced science communication and expert involvement in decision-making for nature conservation. Addressing such biases is essential to prevent the reinforcement of public misconceptions and to promote the protection of ecologically indispensable yet less popular insect groups. © 2025 Elsevier B.V., All rights reserved."
"C., Brantner, Cornelia; M.B., Karlsson, Michael Bo; J., Kuai, Joanne","Brantner, Cornelia (54782156000); Karlsson, Michael Bo (37115375700); Kuai, Joanne (57913973300)","54782156000; 37115375700; 57913973300","Sourcing behavior and the role of news media in AI-powered search engines in the digital media ecosystem: Comparing political news retrieval across five languages","2025","Telecommunications Policy","10.1016/j.telpol.2025.102952","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001927750&doi=10.1016%2Fj.telpol.2025.102952&partnerID=40&md5=22e2e1a017633dcf4dcec19e12efff84","This study examines the role of news media in the context of generative AI-enhanced search engines, focusing on the 2024 Taiwan presidential election. Using Microsoft's Copilot, we conducted a comparative analysis by prompting election news in five languages: English, Traditional Chinese, Simplified Chinese, German, and Swedish. While Copilot uses mainly professional news media, provides quick access to synthesized information, and exhibits source transparency, it frequently creates misinformation and misattributes news sources. The analysis highlights variations in Copilot's sourcing behavior, showing a strong reliance on English-language sources, particularly those from the UK and US, across different prompting languages. Such reliance raises concerns about the homogenization of information and the marginalization of regional perspectives. The study underscores the critical role and dilemma of news media, which, while serving as authoritative sources in democratic societies, must navigate an increasing AI-mediated information ecosystem to maintain autonomy vis-à-vis powerful technological infrastructures. By evaluating Copilot's sourcing practices and misinformation prevalence, this research contributes to the discourse on AI's impact on news dissemination, media diversity, and democratic processes. Specifically, we discuss the consequences of two approaches available to news media to prevent their content from being used without compensation: opting out of crawling (“platform counterbalancing”) or establishing partnerships with AI companies. Current regulatory efforts, including copyright reforms and the EU AI Act, fall short of safeguarding journalism or regulating AI. We propose policy and regulatory recommendations to improve transparency, factual correctness, accuracy in source attribution, and accountability in AI-generated content, supporting informed citizenship in the digital age. © 2025 Elsevier B.V., All rights reserved."
"S.M., Abrahão, Silvia Mara; J.C., Grundy, John C.; M., Pezzè, Mauro; M.A.D., Storey, Margaret Anne D.; D.A., Tamburri, Damian Andrew","Abrahão, Silvia Mara (8211929700); Grundy, John C. (7102156137); Pezzè, Mauro (35581208100); Storey, Margaret Anne D. (7005753655); Tamburri, Damian Andrew (35488974800)","8211929700; 7102156137; 35581208100; 7005753655; 35488974800","Software Engineering by and for Humans in an AI Era","2025","ACM Transactions on Software Engineering and Methodology","10.1145/3715111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008811680&doi=10.1145%2F3715111&partnerID=40&md5=09baa2ce56cc7306cf968a0bfaecea17","The landscape of software engineering is undergoing a transformative shift driven by advancements in machine learning, Artificial Intelligence (AI), and autonomous systems. This roadmap article explores how these technologies are reshaping the field, positioning humans not only as end users but also as critical components within expansive software ecosystems. We examine the challenges and opportunities arising from this human-centered paradigm, including ethical considerations, fairness, and the intricate interplay between technical and human factors. By recognizing humans at the heart of the software lifecycle - spanning professional engineers, end users, and end user developers - we emphasize the importance of inclusivity, human-aligned workflows, and the seamless integration of AI-augmented socio-technical systems. As software systems evolve to become more intelligent and human-centric, software engineering practices must adapt to this new reality. This article provides a comprehensive examination of this transformation, outlining current trends, key challenges, and opportunities that define the emerging research and practice landscape, and envisioning a future where software engineering and AI work synergistically to place humans at the core of the ecosystem. © 2025 Elsevier B.V., All rights reserved."
"P., Yan, Peng; S., Chen, Shengchao; G., Long, Guodong","Yan, Peng (59438424500); Chen, Shengchao (57465743800); Long, Guodong (55522990400)","59438424500; 57465743800; 55522990400","Federated Intelligence in Web: A Tutorial","2025","","10.1145/3701716.3715864","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009235776&doi=10.1145%2F3701716.3715864&partnerID=40&md5=0eda5f3d0cca7c9515c72db8bb7a6042","The recent development of Web Intelligence has heightened privacy concerns among end-users. Federated intelligence offers a novel approach to restructuring Web Intelligence within a federated setting to better protect privacy. Additionally, the advent of large foundation models has notably enhanced the capability of individual agents to address complex problems and has reshaped the Web ecosystem. Numerous large language models and domain-specific foundation models underpin various applications, linking end-users to the connected Web. This tutorial presents federated intelligence as a strategy to develop a Web-based collective intelligence system by leveraging existing foundations and applications. In this framework, agents collaboratively enhance their intelligence by acquiring complementary knowledge and making fine-grained adaptations, enabling them to manage complex tasks across diverse web environments. The tutorial provides an in-depth review of recent advancements and potential directions in federated intelligence, detailing its core concepts, applications, and future developments. It is designed for scholars, practitioners, and interested audiences, offering a concise overview that facilitates quick understanding and encourages meaningful discussions on its future evolution. © 2025 Elsevier B.V., All rights reserved."
"A.T., Wasi, Azmine Toushik; R., Islam, Raima; M.R., Islam, Mst Rafia; F.Y., Sadeque, Farig Yousuf; T.H., Rafi, Taki Hasan; D., Chae, Dong-kyu","Wasi, Azmine Toushik (58344397700); Islam, Raima (58343757700); Islam, Mst Rafia (58997017200); Sadeque, Farig Yousuf (55843529500); Rafi, Taki Hasan (57221252374); Chae, Dong-kyu (55735568900)","58344397700; 58343757700; 58997017200; 55843529500; 57221252374; 55735568900","Dialectal Bias in Bengali: An Evaluation of Multilingual Large Language Models Across Cultural Variations","2025","","10.1145/3701716.3715468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009235406&doi=10.1145%2F3701716.3715468&partnerID=40&md5=c70cc4bd0e24beb0631e1514bf89224f","Large Language Models (LLMs) have transformed human-centric AI applications on the Web, yet they often exhibit stereotypes and biases, especially in sensitive contexts like cultural differences in low-resource languages such as Bengali. In this work, we investigate cultural bias in LLMs by evaluating their performance in Bengali cultural dialects of Hindu and Muslim majority. We evaluated widely used Web-enabled models, including ChatGPT, Gemini, and Microsoft Copilot, using a curated data set to analyze their handling of culturally specific terms and approaches to mitigating social biases. By addressing bias in language technologies that underpin the modern Web, our study contributes to advancing human-centered NLP and LLM auditing. Through a detailed exploration of bias causes and evaluation methods, our goal is to promote fairness and inclusion for more than 300 million Bengali speakers in the evolving ecosystem of the Web. © 2025 Elsevier B.V., All rights reserved."
"C., Li, Cheng-Te; L., Ku, Lunwei","Li, Cheng-Te (35088279500); Ku, Lunwei (14066125800)","35088279500; 14066125800","The First International Workshop on Large Language Models for Social Media (SocialLLM 2025)","2025","","10.1145/3701716.3718377","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009210529&doi=10.1145%2F3701716.3718377&partnerID=40&md5=15a279ab5723e00e648a710639afbd3b","The rapid evolution of Large Language Models (LLMs) has profoundly impacted social media, transforming how information is generated, disseminated, and analyzed. With their ability to process vast amounts of data, grasp contextual nuances, and engage in human-like dialogue, LLMs present new opportunities and challenges for understanding online interactions. The SocialLLM 2025 workshop builds on the foundation laid by SocialNLP, expanding the scope to explore the capabilities and implications of LLMs in social media research. This year's workshop at TheWebConf 2025 focuses on three pivotal themes: leveraging LLMs for mental health support, enhancing emotion detection in textual interactions, and improving misinformation detection through active learning. The selected papers illustrate cutting-edge advancements in these areas, demonstrating how LLMs can be fine-tuned for therapeutic dialogue generation, assessed for their emotional intelligence, and optimized for misinformation detection with minimal labeled data. These contributions highlight the growing interdisciplinary nature of LLM research, merging insights from natural language processing, social computing, and artificial intelligence ethics. By bringing together researchers and practitioners from diverse backgrounds, SocialLLM 2025 aims to foster meaningful discussions on the opportunities and risks associated with LLM-driven social media applications. The workshop serves as a platform for exploring novel methodologies, addressing ethical concerns, and shaping future directions for responsible AI deployment in social media environments. Through collaborative efforts, we seek to advance the field and ensure that LLMs contribute positively to the digital ecosystem. © 2025 Elsevier B.V., All rights reserved."
"A., Oulefki, Adel; H., Kheddar, Hamza; A., Amira, Abbes; F., Kurugöllü, Fatih; Y., Himeur, Yassine; A., Bounceur, Ahcène","Oulefki, Adel (55780893200); Kheddar, Hamza (57207988595); Amira, Abbes (23003399100); Kurugöllü, Fatih (6602776031); Himeur, Yassine (55636199800); Bounceur, Ahcène (6504653977)","55780893200; 57207988595; 23003399100; 6602776031; 55636199800; 6504653977","Innovative AI strategies for enhancing smart building operations through digital twins: A survey","2025","Energy and Buildings","10.1016/j.enbuild.2025.115567","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000760526&doi=10.1016%2Fj.enbuild.2025.115567&partnerID=40&md5=442ee49405008509cfe75e0564332f6d","The Digital Twins (DT) have emerged as a digital transformation automation process with ubiquitous applications that span various domains, including buildings, manufacturing, and healthcare. These virtual clones of physical systems provide relevant insights, enhance decision-making processes, and optimize operations, along with allowing the prediction of future operations. Artificial intelligence (AI) has been instrumental in enhancing the functionalities of DT. This survey paper explores recent developments in advanced AI algorithms tailored for DT in building settings. Moreover, a wide spectrum of AI techniques designed to address the challenges posed by DT in buildings are categorized and reviewed, including convolution neural networks (CNN), recurrent neural networks (RNNs), and generative adversarial networks (GANs), among other cutting edge transformative technologies. Furthermore, the integration of reinforcement learning (RL) and transfer learning (TL) into the DT ecosystem is discussed. This survey explores practical use cases, such as predictive scenarios, anomaly detection, and optimization of DT models. The incorporation of multimodal AI sensor data and edge computing in enhancing the accuracy and efficiency of DT is analyzed. Additionally, challenges and future directions in the field are explored, including data privacy concerns using Blockchain (BC), scalability issues, and the potential impact of quantum computing (QC) and large language models (LLMs) on DT technology. This comprehensive survey serves as a valuable resource for researchers, practitioners, and decision makers looking to utilize cutting-edge techniques to harness the full potential of DT technology in smart buildings (SB). © 2025 Elsevier B.V., All rights reserved."
"T., Schipper, Tetiana","Schipper, Tetiana (59900437400)","59900437400","Disinformation by design: leveraging solutions to combat misinformation in the Philippines' 2025 election","2025","Data and Policy","10.1017/dap.2025.18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005347223&doi=10.1017%2Fdap.2025.18&partnerID=40&md5=f489c0dc75a5fb568447df8b674739fc","This commentary examines the dual role of artificial intelligence (AI) in shaping electoral integrity and combating misinformation, with a focus on the 2025 Philippine elections. It investigates how AI has been weaponised to manipulate narratives and suggests strategies to counteract disinformation. Drawing on case studies from the Philippines, Taiwan, and India - regions in the Indo-Pacific with vibrant democracies, high digital engagement, and recent experiences with election-related misinformation - it highlights the risks of AI-driven content and the innovative measures used to address its spread. The commentary advocates for a balanced approach that incorporates technological solutions, regulatory frameworks, and digital literacy to safeguard democratic processes and promote informed public participation. The rise of generative AI tools has significantly amplified the risks of disinformation, such as deepfakes, and algorithmic biases. These technologies have been exploited to influence voter perceptions and undermine democratic systems, creating a pressing need for protective measures. In the Philippines, social media platforms have been used to spread revisionist narratives, while Taiwan employs AI for real-time fact-checking. India's proactive approach, including a public misinformation tipline, showcases effective countermeasures. These examples highlight the complex challenges and opportunities presented by AI in different electoral contexts. The commentary stresses the need for regulatory frameworks designed to address AI's dual-use nature, advocating for transparency, real-time monitoring, and collaboration between governments, civil society, and the private sector. It also explores the criteria for effective AI solutions, including scalability, adaptability, and ethical considerations, to guide future interventions. Ultimately, it underscores the importance of digital literacy and resilient information ecosystems in supporting informed democratic participation. © 2025 Elsevier B.V., All rights reserved."
"C., Lv, Cheng","Lv, Cheng (14829298300)","14829298300","Construction of Python programming case library for artificial intelligence under the background of new engineering disciplines","2025","","10.1145/3724504.3724617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010652226&doi=10.1145%2F3724504.3724617&partnerID=40&md5=88b55438c4caf2543c3da863bdc613be","Python language has a powerful artificial intelligence algorithm library. This study adopts a project driven approach and fully utilizes graphical visualization programming tools such as Raptor and Orange3 to assist teaching. At the same time, with the help of large models to assist programming, the cultivation of mathematical thinking, logical thinking, AI thinking, engineering thinking, and programming training are integrated into Python language course teaching in a step-by-step and progressive manner, forming a robust teaching ecosystem. Under the innovative teaching mode, students have gained sufficient practical training through graphic visualization programming, large model assisted programming, Python program writing and debugging, etc., mastering the Python language and gaining intuitive understanding of engineering project development, and enabling them to have preliminary research and development capabilities for artificial intelligence. © 2025 Elsevier B.V., All rights reserved."
"J., Chen, Jiayong; J., Gong, Jiaoteng; Y., Wang, Yuyi","Chen, Jiayong (60066080100); Gong, Jiaoteng (58682539700); Wang, Yuyi (60066152800)","60066080100; 58682539700; 60066152800","Research of Interdisciplinary Comparison and Collaborative Paradigm on the Concept of Agent in Library Science; 图书馆学智能体概念的跨学科比较与协同范式研究","2025","Journal of Library and Information Science in Agriculture","10.13998/j.cnki.issn1002-1248.25-0385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014102526&doi=10.13998%2Fj.cnki.issn1002-1248.25-0385&partnerID=40&md5=f07fc04edb296a27ac4ef8593a44104d","Purpose/Significance] Through interdisciplinary comparison, the core connotation, common core and field differentiation of the Agent concept are revealed, the Agent-related concepts and theories contained in library science are revealed, and the innovative value of AI Agent driven by large language models to the core services of libraries is analyzed to promote the transformation of knowledge services to intelligent and collaborative paradigms. Understanding the interdisciplinary nature of Agents will help library science, information science and other related disciplines to better design and apply AI technologies and achieve the core mission of connecting humans and knowledge in a more efficient, accurate and humane way. It will also enable library science to more accurately integrate the essence of the six major disciplines and transform the traditional three-subject relationship of readers, librarians and systems into a new collaborative paradigm. [Method/Process] Using interdisciplinary literature analysis, the definition, theoretical evolution and application characteristics of Agent in six major disciplines of philosophy, economics, law, biology, sociology and computer science are sorted out, the concepts and theories related to Agent contained in library science are explored, and the commonalities and differentiation of Agent in the five-dimensional characteristics of autonomy, perception, purpose, adaptability and interactivity of each discipline are compared. The theoretical essence of the six major disciplines is mapped to the three-dimensional subject in the practical field of library science, and the Agent role coordination mechanism of readers, librarians and systems is analyzed. Readers are entities with intentions and autonomous consciousness, and they will actively initiate information search behaviors based on information needs such as learning knowledge and solving problems and will also adjust their strategies according to environmental changes such as technical tools and social culture, reflecting agent-like adaptability. Librarians serve as service intermediaries and information gatekeepers, connecting readers with resources through technical services such as classification and cataloging, and helping users clarify their information needs and improve their information literacy through reader services such as reference consultation. The library's information systems will also simulate human agent capabilities through algorithms or technologies. Automated search engines or crawlers will collect data according to preset rules, and personalized information recommendations will be made based on user behavior, driving the library's management and services towards automation and intelligence. [Results/Conclusions] The commonality of interdisciplinary agents revolves around the realization of goals by autonomous actors in the environment. The five-dimensional characteristics constitute an interdisciplinary consensus, and the differences are due to the core issues of the disciplines. The essence of a library is a multi-agent system. The reader agent integrates philosophical intentionality and economic game strategy, reflecting demand-driven adaptive retrieval. The librarian agent inherits the legal agency rights and responsibilities and the sociological structural initiative, becoming a professional intermediary between resources and users. The system agent draws on the biological evolutionary adaptation and computer perception closed loop, and advances to an intelligent base for autonomous optimization. AI Agent is a technical enhancement of the inherent agent characteristics of library science. It realizes automation, personalization and intelligent service upgrades through large language models, realizes intention understanding, tool calling, and multi-agent collaboration, and drives the three-element subject from passive response to active collaboration. The three-element agent framework for library science is created, which clarifies the collaborative agent roles of readers, librarians, and systems, and reveals the deep logic of AI Agent driven by large language models and library science. An interdisciplinary comparative study of the Agent concepts reveals that its essence is a practical vehicle for achieving autonomous decision-making in a specific environment. Philosophy gives it depth of consciousness, economics models strategic games, law defines the boundaries of rights and responsibilities, biology reveals evolutionary logic, sociology anchors structural interactions, and computer science ultimately achieves a closed-loop technology. Library science constructs a ternary collaborative intelligent ecosystem that transforms abstract autonomy into a practical paradigm of knowledge connection through the dynamic collaboration of readers, librarians, and systems. © 2025 Elsevier B.V., All rights reserved."
"L., Qian, Li; Q., Wang, Qianying; Y., Liu, Yi; Y., Zhang, Yuanzhe; Z., Chang, Zhijun","Qian, Li (57210576321); Wang, Qianying (60066002100); Liu, Yi (60065931500); Zhang, Yuanzhe (60066223800); Chang, Zhijun (57221599101)","57210576321; 60066002100; 60065931500; 60066223800; 57221599101","Agent Technology and Its Applications in Scientific Research; 科研场景下的智能体技术与应用研究","2025","Journal of Library and Information Science in Agriculture","10.13998/j.cnki.issn1002-1248.25-0386","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014102177&doi=10.13998%2Fj.cnki.issn1002-1248.25-0386&partnerID=40&md5=fbae3df8f2bc0b537dbc2d88e2599387","Purpose/Significance] Currently, large language models (LLMs) and agents have emerged as core technical paradigms in artificial intelligence, with their integration into scientific research scenarios holding profound significance for transforming research paradigms. Traditional scientific research is facing an increasing number of challenges such as inefficient literature searches, the processing of massive amounts of data, repetitive experimental tasks, and barriers to collaborative innovation. Agents, empowered by LLMs, offer a promising solution to these bottlenecks by enabling intelligent automation and adaptive collaboration across research workflows. Beyond basic task assistance, they play a pivotal role in facilitating knowledge fusion, accelerating breakthroughs in frontier areas, and reshaping traditional research models. This study aims to clarify the core techniques and applications of agents in scientific research, highlighting their transition from auxiliary tools to integral innovation partners, which is crucial for accelerating knowledge discovery, enhancing research efficiency, and promoting the shift toward intelligent and collaborative research models. [Method/Process] Employing an objective, inductive approach, this study thoroughly explains the core technical modules of agents including planning, perception, action, and memory, as well as the operational mechanisms of multi-agent collaboration. It also integrates an analysis of agent applications throughout the entire scientific research lifecycle. This analysis covers key scenarios including literature review and idea formulation, experimental planning and design, data processing and execution, result analysis and knowledge discovery, and research report composition. By analyzing the application value and existing limitations of agents, this study proposes prospects and recommendations for the application and development of agents in scientific research scenarios. [Results/Conclusions] The findings reveal that LLM-driven agents are evolving from basic task executors to active participants in scientific discovery, demonstrating significant transformative potential throughout the entire research workflow. They facilitate more efficient information processing, smarter experimental design, and deeper knowledge integration, thereby redefining traditional research patterns. However, several challenges persist, including limitations in long-range reasoning capabilities, and underdeveloped ecosystem support. There are also ethical and security concerns, such as data privacy and academic integrity. To address these, future efforts should focus on strengthening intelligent computing infrastructure for scientific data, deepening collaborative development of domain-specific agents, establishing a unified open collaboration framework with standardized interfaces, and building ""human-in-the-loop"" hybrid systems and multiple evaluation mechanisms. These measures will enable agents to become core partners in scientific innovation, driving the transition of research paradigms toward greater intelligence and collaboration. © 2025 Elsevier B.V., All rights reserved."
"C., Dong, Chao; C., Cui, Can; Z., Jia, Ziye; Y., Zhu, Yian; L., Zhang, Lei; Q., Wu, Qihui","Dong, Chao (35731172400); Cui, Can (58150937400); Jia, Ziye (57208479967); Zhu, Yian (58803366500); Zhang, Lei (56023388100); Wu, Qihui (8061868700)","35731172400; 58150937400; 57208479967; 58803366500; 56023388100; 8061868700","Survey of Unified Representation Technology of Multi-dimensional Information for Low Altitude Intelligent Network; 面向低空智联网的多维信息统一表征技术综述","2025","Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology","10.11999/JEIT240835","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007499076&doi=10.11999%2FJEIT240835&partnerID=40&md5=8a2c5b826583528aea925bf2ec20fff3","Significance The Low Altitude Intelligent Network (LAIN) has emerged as a critical productive force in recent years, particularly with the growing strategic role of the low-altitude economy in national development plans. As an integral part of smart city infrastructure and advanced air mobility systems, LAIN contributes both to economic growth and to airspace security. By integrating unmanned aerial vehicles, fifth-generation communication technologies, and artificial intelligence, LAIN enables real-time monitoring and provides services for urban traffic, agriculture, and disaster management. This integration optimizes resource allocation and enhances public safety. However, the rapid development of LAIN results in a vast array of distributed aircraft and ground equipment that generate large volumes of heterogeneous data in various formats. The absence of a unified representation standard significantly hinders the efficient utilization of data within the LAIN ecosystem, presenting substantial challenges for its widespread application in complex real-world scenarios. Therefore, the development of a unified data representation model for multi-dimensional and heterogeneous information within LAIN is essential to eliminate data heterogeneity, enhance data utilization efficiency, and promote the deep integration of the low-altitude economy with the digital economy. Process Existing research has explored innovative methods and technologies for information representation and addressing potential challenges in the LAIN. However, current solutions remain domain-specific and lack adaptability to the dynamic environment of LAIN. The absence of targeted research and standards makes it difficult to establish a unified representation for multi-source data. To bridge this gap, a heterogeneous information unified representation model is proposed for LAIN. This paper aims to address the challenges posed by complex data and information in the LAIN environment, particularly within the context of the sixth generation of communication technologies, and to provide new approaches for data management and application in LAIN. First, the heterogeneous data types within LAIN are categorized, highlighting their key characteristics and application scenarios. A platform for LAIN data integration and fusion is then developed, incorporating multiple technologies to facilitate efficient data collection, transmission, processing, and visual display. Additionally, the challenges of achieving a unified representation of multi-dimensional and heterogeneous information within LAIN are analyzed. Finally, promising methods for data fusion and representation are discussed, including data fusion, spatiotemporal gridding data technology, multi-mode technology, and knowledge graphs. These methods aim to establish a unified knowledge representation model and achieve semantic alignment, enabling the integration of data from diverse sources. Specifically, multi-source data are preprocessed to enhance understandability and availability through multi-level fusion, integrating multi-dimensional information from various sensors and data sources within a unified framework. Spatiotemporal gridding standardizes data formats and captures spatiotemporal changes, thereby effectively processing and integrating multi-source, multi-dimensional spatial data. Furthermore, integrating multi-mode data through multi-mode technology is expected to improve decision-making accuracy, while the knowledge graph links multi-source data, constructing a knowledge network that standardizes and correlates information from various sources, formats, and semantics. Prospects With the advancement of multi-dimensional data unified representation technology, the LAIN is poised to integrate with edge computing, radio knowledge description languages, large language models, and other emerging technologies to enable intelligent analysis and autonomous decision-making for low-altitude systems. Specifically, data processing can be optimized through edge computing. By positioning edge devices closer to the terminal, edge computing facilitates preprocessing and preliminary analysis at the data source. This technology enhances response speed and efficiency, providing high-quality services for the rapid acquisition and unified representation of LAIN information. Data from various sensors and systems can be structured and represented in an organized manner, facilitating data exchange between different systems, enabling readable spectrum management policies, and reducing interference incidents. Additionally, large language models can assist in constructing and refining knowledge graphs, advancing the intelligent operation and management of low-altitude aircraft. These promising technologies are expected to support further fusion and unified representation of LAIN data, laying a foundation for future research in the LAIN field. Conclusions This paper systematically addresses the challenges of multi-dimensional data representation in the LAIN through a combination of theoretical innovation and technological integration. The main contributions of this paper include: (1) A summary of related works in the field, with an introduction to potential heterogeneous data types, their key characteristics, and relevant application scenarios. (2) The proposal of a low-altitude information fusion and monitoring system, with an analysis of the challenges in achieving unified data representation. (3) The introduction of key technologies such as data fusion, spatiotemporal gridding data technology, multi-mode technology, and knowledge graphs. Additionally, edge computing technology, radio knowledge description language, and large language model technology are integrated to enhance data fusion and unified representation in LAIN. The findings of this study provide both theoretical and technical support for the development of LAIN, fostering the efficient utilization and intelligent advancement of information resources. © 2025 Elsevier B.V., All rights reserved."
